ID,Title,Notes,BoilerText,DisplayDate,YearPublished,Format,Language,NumOfPages,Journal,Series
954,"Varia Aegyptiaca",Varia Aegyptiaca,"Fischer, Henry G. ""Varia Aegyptiaca."" <EM>Journal of the American Research Center in Egypt</EM> 2 (1963), pp. 17-51, pl. I-VII.",NULL,1963,Journal Article,ENGLISH,49,Journal of the American Research Center in Egypt,
956,"Political Systems and Archaeological Data in Egypt: 2600-1780 B.C.",Political Systems and Archaeological Data in Egypt: 2600-1780 B.C.,"O'Connor, David. ""Political Systems and Archaeological Data in Egypt: 2600-1780 B.C."" <EM>World Archaeology</EM> 6 (1974), pp. 15-38.",NULL,1974,Journal Article,ENGLISH,25,World Archaeology,
957,"""Origins of Pyramid GI-d, Southeast of the Great Pyramd""","Origins of Pyramid GI-d, Southeast of the Great Pyramd","Rigano, Charles. ""Origins of Pyramid GI-d, Southeast of the Great Pyramd."" <EM>The Ostracon</EM> 14 (2003), pp. 2-5.",NULL,2003,Journal Article,ENGLISH,5,The Ostracon: The Journal of the Egyptian Study Society,
960,"Site Management at Giza Plateau: Master Plan for the Conservation of the Site",Site Management at Giza Plateau: Master Plan for the Conservation of the Site,"Hawass, Zahi A. ""Site Management at Giza Plateau: Master Plan for the Conservation of the Site."" <EM>International Journal of Cultural Property</EM> 9 (2000), pp. 1-22.",NULL,2000,Journal Article,ENGLISH,29,International Journal of Cultural Property,
965,"Lepsius Tombs in the Giza Necropolis Rediscovered: Preliminary Report on the Russian Archaeological Mission at Giza Excavations 2006-2008",Lepsius Tombs in the Giza Necropolis Rediscovered: Preliminary Report on the Russian Archaeological Mission at Giza Excavations 2006-2008,"Kormysheva, Eleonora, and Svetlana Malykh. ""Lepsius Tombs in the Giza Necropolis Rediscovered: Preliminary Report on the Russian Archaeological Mission at Giza Excavations 2006-2008."" <EM>Journal of Egyptian Archaeology</EM> 96 (2010), pp. 49-70.",NULL,2010,Journal Article,ENGLISH,28,Journal of Egyptian Archaeology,
967,Giza Plateau Mapping Project Seasons 2006-2007 Preliminary Report,Giza Plateau Mapping Project 2006-2007 Preliminary Report,"Lehner, Mark, Mohsen Kamel, and Ana Tavares. <EM>Giza Plateau Mapping Project Seasons 2006-2007 Preliminary Report</EM>. Giza Occasional Papers 3. Boston: Ancient Egypt Research Associates, 2009.",NULL,2009,Book,ENGLISH,224,,Giza Occasional Papers
968,"""Akhet Khufu: Archaeo-astronomical Hints at a Common Project of the Two Main Pyramids of Giza, Egypt""","Akhet Khufu: Archaeo-astronomical Hints at a Common Project of the Two Main Pyramids of Giza, Egypt","Magli, Giulio. ""Akhet Khufu: Archaeo-astronomical Hints at a Common Project of the Two Main Pyramids of Giza, Egypt."" <EM>Nexus Network Journal</EM> 11 (2009), pp. 35-50.",NULL,2009,Journal Article,ENGLISH,16,Nexus Network Journal,
969,"""Review of Junker, Hermann. Giza 1. Die Mastabas der IV. Dynastie auf dem Westfriedhof.""","Review of Junker, Hermann. Giza 1. Die Mastabas der IV. Dynastie auf dem Westfriedhof","Scharff, Alexander. ""Review of 'Giza 1. Die Mastabas der IV. Dynastie auf dem Westfriedhof.'"" <EM>Orientalische Literaturzeitung</EM> 34 (1931), pp. 1413-1424.",NULL,1931,Review,GERMAN,7,Orientalische Literaturzeitung,
970,"Ein Reliefbildnes des Prinzen Hemiun",Ein Reliefbildnes des Prinzen Hemiun,"Steindorff, Georg. ""Ein Reliefbildnes des Prinzen Hemiun."" <EM>Zeitschrift für Ägyptische Sprache und Altertumskunde</EM> 73 (1937), pp. 120-121, pl. XI.",NULL,1937,Journal Article,GERMAN,5,Zeitschrift für Ägyptische Sprache und Altertumskunde,
971,"""Review of Reisner, George. 'The Development of the Egyptian Tomb down to the Accession of Cheops'""","Review of Reisner, George. 'The Development of the Egyptian Tomb down to the Accession of Cheops'","Williams, C.R. ""Review of 'The Development of the Egyptian Tomb down to the Accession of Cheops'."" <EM>American Journal of Archaeology</EM> 44 (1940), pp. 398-399.",NULL,1940,Review,ENGLISH,3,American Journal of Archaeology,
972,"Examining the Grand Gallery in the Pyramid of Khufu and its Features",Examining the Grand Gallery in the Pyramid of Khufu and its Features,"Miatello, Luca. ""Examining the Grand Gallery in the Pyramid of Khufu and its Features."" <EM>PalArch's Journal of Archaeology of Egypt/Egyptology</EM> 7(6) (2010), pp. 1-36.",NULL,2010,Journal Article,ENGLISH,36,PalArch's Journal of Archaeology of Egypt/Egyptology,
973,"Evidence for Use of a Stone-Cutting Drag Saw by the Fourth Dynasty Egyptians",Evidence for Use of a Stone-Cutting Drag Saw by the Fourth Dynasty Egyptians,"Moores, Robert G., Jr. ""Evidence for Use of a Stone-Cutting Drag Saw by the Fourth Dynasty Egyptians."" <EM>Journal of the American Research Center in Egypt</EM> 28 (1991), pp. 139- 148.",NULL,1991,Journal Article,ENGLISH,11,Journal of the American Research Center in Egypt,
975,"Decorative Programs and Architecture in the Pyramid Complexes of the Third and Fourth Dynasties",Decorative Programs and Architecture in the Pyramid Complexes of the Third and Fourth Dynasties,"Oppenheim, Adela. ""Decorative Programs and Architecture in the Pyramid Complexes of the Third and Fourth Dynasties."" In Jánosi, Peter, ed. <EM>Structure and Significance: Thoughts on Ancient Egyptian Architecture</EM>. Vienna: Verlag der Österreichischen Akademie der Wissenschaften, 2005, pp. 455-476.",NULL,2005,Article,ENGLISH,30,,Österreichische Akademie der Wissenschaften Denkschriften der Gesamtakademie
976,Access to the Archives? Art Museum Websites and Online Archives in the Public Domain,Access to the Archives? Art Museum Websites and Online Archives in the Public Domain,"Pastore, Erica M. <EM>Access to the Archives? Art Museum Websites and Online Archives in the Public Domain</EM>. Master's thesis, Graduate School of the State University of New York, 2008.",NULL,2008,Master's Thesis,ENGLISH,64,,
977,"Note Relative à la Peinture des Grandes Pyramides de Giza"; "Les Grandes Pyramids Étaient-elles Peintes?",Note Relative&nbsp;a la Peinture des Grandes Pyramides de Giza; Les Grandes Pyramids Etaient-elles Peintes?,"Pochan, André. ""Note Relative&nbsp;à la Peinture des Grandes Pyramides de Giza"" and Lauer, Jean-Philippe. ""Les Grandes Pyramides Étaient-elles Peintes?"" <EM>Bulletin de l'Institut d'Égypte</EM> 35 (1953), pp. 377-396.",NULL,1953,Journal Article,FRENCH,27,Bulletin de l'Institut d'Égypte,
978,"Les Empreintes Magiques de Gizeh et les Morts Dangereux",Les Empreintes Magiques de Gizeh et les Morts Dangereux,"Posener, Georges. ""Les Empreintes Magiques de Gizeh et les Morts Dangereux."" <EM>Mitteilungen des Deutschen Archäologischen Intstituts Abteilung Kairo</EM> 16 (1958), pp. 252-270, pls. XXVI-XXVII.",NULL,1958,Journal Article,FRENCH,22,Mitteilungen des Deutschen Archäologischen Instituts Abteilung Kairo,
980,"Copper Ewers of Early Dynastic and Old Kingdom Egypt - An Investigation of the Art of Smithing in Antiquity",Copper Ewers of Early Dynastic and Old Kingdom Egypt - An Investigation of the Art of Smithing in Antiquity,"Schorsch, Deborah. ""Copper Ewers of Early Dynastic and Old Kingdom Egypt - An Investigation of the Art of Smithing in Antiquity."" <EM>Mitteilungen des Deutschen Archäologischen Intstituts Abteilung Kairo</EM> 48 (1992), pp. 145-159, pls. 31-36.",NULL,1992,Journal Article,ENGLISH,24,Mitteilungen des Deutschen Archäologischen Instituts Abteilung Kairo,
981,"An Old Kingdom Sculpture in the San Antonio Museum of Art",An Old Kingdom Sculpture in the San Antonio Museum of Art,"Scott, Gerry D., III. ""An Old Kingdom Sculpture in the San Antonio Museum of Art."" In Manuelian, Peter Der, and Rita E. Freed, eds. <EM>Studies in Honor of William Kelly Simpson,</EM> <EM>Volume 2</EM>. Boston: Department of Ancient Egyptian, Nubian, and Near Eastern Art, Museum of Fine Arts, Boston, 1996, pp. 717-723.",NULL,1996,Article,ENGLISH,19,,
982,"""Observations on the Occipital Bone in a Series of Egyptian Skulls, with Especial Reference to the Persistance of the Synchondrosis Condylo-squamosa (Zaaijer; Synchondrosis Intraoccipitalis Posterior, BNA)""","Observations on the Occipital Bone in a Series of Egyptian Skulls, with Especial Reference to the Persistance of the Synchondrosis Condylo-squamosa (Zaaijer; Synchondrosis Intraoccipitalis Posterior, BNA)","<FONT face=TimesNewRomanPSMT>
<P>Smith, H. Dorothy. ""Observations on the Occipital Bone in a Series of Egyptian Skulls, with Especial Reference to the Persistance of the Synchondrosis Condylo-squamosa (Zaaijer; Synchondrosis Intraoccipitalis Posterior, BNA)."" <I>Biometrika</I> 8 no 3/4 (1912), pp. 257-261.</FONT></P>",NULL,1912,Journal Article,ENGLISH,6,Biometrika,
986,"""G I-a, -b, -c and -d Ashlars""","G I-a, -b, -c and -d Ashlars","Swelim, Nabil. ""G I-a, -b, -c and -d Ashlars."" In Jánosi, Peter, ed. <EM>Structure and Significance: Thoughts on Ancient Egyptian Architecture</EM>. Vienna: Verlag der Österreichischen Akademie der Wissenschaften, 2005, pp. 493-503.",NULL,2005,Article,ENGLISH,19,,Österreichische Akademie der Wissenschaften Denkschriften der Gesamtakademie
991,"""À Propos de Quelques Reliefs du Nouvel Empire au Musée du Caire II. La Tombe de Khaemouas, Chef des Charpentiers du Roi, à Giza""","A&nbsp;Propos de Quelques Reliefs du Nouvel Empire au Musee du Caire II. La Tombe de Khaemouas, Chef des Charpentiers du Roi,&nbsp;a Giza","Zivie, Christiane M. ""À Propos de Quelques Reliefs du Nouvel Empire au Musée du Caire II. La Tombe de Khaemouas, Chef des Charpentiers du Roi,&nbsp;à Giza."" <EM>Bulletin de l'Institut Français d'Archéologie Orientale</EM> 76 (1976), pp. 17-36, pls. VII-XIII.",NULL,1976,Journal Article,FRENCH,28,Bulletin de l'Institut Français d'Archéologie Orientale,
994,"Administration of the Pyramid",Administration of the Pyramid,"Dobrev, Vassil. ""Administration of the Pyramid."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 28-31.",NULL,2003,Article,ENGLISH,10,,
995,"The Architectural Development of the Egyptian Royal Tomb",The Architectural Development of the Egyptian Royal Tomb,"Hawass, Zahi. ""The Architectural Development of the Egyptian Royal Tomb."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 46-49.",NULL,2003,Article,ENGLISH,10,,
996,"The Architectural Components of the Pyramid Complex",The Architectural Components of the Pyramid Complex,"Hawass, Zahi. ""The Architectural Components of the Pyramid Complex."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 50-53.",NULL,2003,Article,ENGLISH,10,,
997,"The Queens' Pyramids of the Fourth Dynasty at Giza",The Queens' Pyramids of the Fourth Dynasty at Giza,"Hawass, Zahi. ""The Queens' Pyramids of the Fourth Dynasty at Giza."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 138-149.",NULL,2003,Article,ENGLISH,18,,
998,"The Satellite Pyramid of Khufu",The Satellite Pyramid of Khufu,"Hawass, Zahi. ""The Satellite Pyramid of Khufu."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 150-151.",NULL,2003,Article,ENGLISH,8,,
999,"The Mystery of Hetepheres",The Mystery of Hetepheres,"Hawass, Zahi. ""The Mystery of Hetepheres."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 152-155.",NULL,2003,Article,ENGLISH,10,,
1000,"The Secret Doors Inside the Great Pyramid",The Secret Doors Inside the Great Pyramid,"Hawass, Zahi. ""The Secret Doors Inside the Great Pyramid."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 156-159.",NULL,2003,Article,ENGLISH,10,,
1001,"The Pyramidion",The Pyramidion,"Hawass, Zahi. ""The Pyramidion."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 160-163.",NULL,2003,Article,ENGLISH,11,,
1002,"The Royal Boats at Giza",The Royal Boats at Giza,"Hawass, Zahi. ""The Royal Boats at Giza."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 164-171.",NULL,2003,Article,ENGLISH,14,,
1003,"The Decorative Program of Old Kingdom Pyramid Complexes",The Decorative Program of Old Kingdom Pyramid Complexes,"Hawass, Zahi. ""The Decorative Program of Old Kingdom Pyramid Complexes."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 282-285.",NULL,2003,Article,ENGLISH,9,,
1004,"Building an Old Kingdom Pyramid",Building an Old Kingdom Pyramid,"Lehner, Mark. ""Building an Old Kingdom Pyramid."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 32-45.",NULL,2003,Article,ENGLISH,21,,
1005,"The Sphinx",The Sphinx,"Lehner, Mark. ""The Sphinx."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 172-189.",NULL,2003,Article,ENGLISH,24,,
1006,"The Tombs of the High Officials at Giza",The Tombs of the High Officials at Giza,"Manuelian, Peter Der. ""The Tombs of the High Officials at Giza."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 190-220.",NULL,2003,Article,ENGLISH,38,,
1007,"The Pyramids of the Fourth Dynasty",The Pyramids of the Fourth Dynasty,"Stadelmann, Rainer. ""The Pyramids of the Fourth Dynasty."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 112-137.",NULL,2003,Article,ENGLISH,32,,
1008,"The 'Unfinished' Pyramids of the Fourth Dynasty",The 'Unfinished' Pyramids of the Fourth Dynasty,"Valloggia, Michel. ""The 'Unfinished' Pyramids of the Fourth Dynasty."" In Hawass, Zahi, ed. <EM>The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 224-235.",NULL,2003,Article,ENGLISH,18,,
1009,"Epigraphic and Archaeological Documentation of Old Kingdom Tombs and Monuments at Giza and Saqqara",Epigraphic and Archaeological Documentation of Old Kingdom Tombs and Monuments at Giza and Saqqara,"Brovarski, Edward. ""Epigraphic and Archaeological Documentation of Old Kingdom Tombs and Monuments at Giza and Saqqara."" In Thomas, Nancy, ed. <EM>The American Discovery of Ancient Egypt: Essays</EM>. Los Angeles: Harry N. Abrams, Inc., 1996, pp. 25-43.",NULL,1996,Article,ENGLISH,32,,
1012,"""Reading the Menkaure Triads, Part I""","Reading the Menkaure Triads, Part I","Friedman, Florence Dunn. ""Reading the Menkaure Triads, Part I."" In Gundlach, Rolf, and Kate Spence, eds.<EM> Palace and Temple.</EM> Königtum, Staat und Gesellschaft Früher Hochkulturen 4,2. Wiesbaden: Harrassowitz Verlag, 2011, pp. 23-55.",NULL,2011,Article,ENGLISH,42,,"Königtum, Staat und Gesellschaft Früher Hochkulturen"
1018,Die Mastaba des Uhemka im Pelizaeus-Museum zu Hildesheim,Die Mastaba des Uhemka im Pelizaeus-Museum zu Hildesheim,"Roeder, Günther. <EM>Die Mastaba des Uhemka im Pelizaeus Museum zu Hildesheim</EM>. Vienna: Niedersächsisches Bild-archiv Wienhausen, 1927.",NULL,1927,Book,GERMAN,29,,Norddeutsche Kunstbücher
1019,"Die Reliefs des Hausaeltsten Meni aus dem Alten Reich",Die Reliefs des Hausaeltsten Meni aus dem Alten Reich,"Scharff, Alexander. ""Die Reliefs des Hausältsten Meni aus dem Alten Reich."" <EM>Mitteilungen des Deutschen Instituts für Ägyptische Altertumskunde</EM> in Kairo 8 (1939), pp. 17-33.",NULL,1939,Journal Article,GERMAN,21,Mitteilungen des Deutschen Instituts für Ägyptische Altertumskunde in Kairo,
1025,"Why a Pyramid? Pyramid Religion",Why a Pyramid? Pyramid Religion,"Allen, James P. ""Why a Pyramid? Pyramid Religion."" In Hawass, Zahi, ed.<EM> The Treasures of the Pyramids</EM>. Italy: White Star, 2003, pp. 22-27.",NULL,2003,Article,ENGLISH,12,,
1026,"An Early Image-of-the-King",An Early Image-of-the-King,"Aldred, Cyril. ""An Early Image-of-the-King."" In Baines, John, et al., eds. <EM>Pyramid Studies and Other Essays Presented to I.E.S. Edwards</EM>. London: Egypt Exploration Society, 1988, pp. 41-47, pl. 10.",NULL,1988,Article,ENGLISH,19,,
1027,"Royal Reliefs",Royal Reliefs,"Arnold, Dorothea. ""Royal Reliefs."" In <EM>Egyptian Art in the Age of the Pyramids</EM>. New York: The Metropolitan Museum of Art, 1999, pp. 82-101.",NULL,1999,Article,ENGLISH,25,,
1028,"An Exploration of the Pyramids of Dahshur and Giza Directed by Robert Wood in 1750",An Exploration of the Pyramids of Dahshur and Giza Directed by Robert Wood in 1750,"Edwards, I.E.S. ""An Exploration of the Pyramids of Dahshur and Giza Directed by Robert Wood in 1750."" In Berger, Catherine, and Bernard Mathieu, eds. <EM>Études sur l'Ancien Empire et la nécropole de Saqqâra dédiées à Jean-Philippe Lauer</EM>. Orientalia Monspeliensia IX. Montpellier: Université Paul Valéry, 1997, pp. 167-175.",NULL,1997,Article,ENGLISH,18,,Orientalia Monspeliensia
1031,"Reconstructing the Sphinx",Reconstructing the Sphinx,"Lehner, Mark. ""Reconstructing the Sphinx."" <EM>Cambridge Archaeological Journal</EM> 2 no. 1 (April 1992), pp. 3-26.",NULL,1992,Journal Article,ENGLISH,30,Cambridge Archaeological Journal,
1032,""Covington's Tomb" and Related Early Monuments at Giza",Covington's Tomb and Related Early Monuments at Giza,"Martin, Geoffrey T. """"Covington's Tomb"" and Related Early Monuments at Giza."" In Berger, Catherine, and Bernard Mathieu, eds. <EM>Études sur l'Ancien Empire et la nécropole de Saqqâra dédiées à Jean-Philippe Lauer</EM>. Orientalia Monspeliensia IX. Montpellier: Université Paul Valéry, 1997, pp. 279-288.",NULL,1997,Article,ENGLISH,15,,Orientalia Monspeliensia
1034,"Reserve Heads: An Enigma of Old Kingdom Sculpture",Reserve Heads: An Enigma of Old Kingdom Sculpture,"Roehrig, Catharine. ""Reserve Heads: An Enigma of Old Kingdom Sculpture."" In <EM>Egyptian Art in the Age of the Pyramids</EM>. New York: The Metropolitan Museum of Art, 1999, pp. 72-81.",NULL,1999,Article,ENGLISH,15,,
1036,"The Pyramid Court and Temenos Wall of Khafre",The Pyramid Court and Temenos Wall of Khafre,"Swelim, Nabil. ""The Pyramid Court and Temenos Wall of Khafre."" In Berger, Catherine, and Bernard Mathieu, eds. <EM>Études sur l'Ancien Empire et la nécropole de Saqqâra dédiées à Jean-Philippe Lauer</EM>. Orientalia Monspeliensia IX. Montpellier: Université Paul Valéry, 1997, pp. 405-415.",NULL,1997,Article,ENGLISH,16,,Orientalia Monspeliensia
