ReferenceID,ConstituentID,ConstituentTypeID,Role,DisplayName,DisplayDate,Remarks,AlphaSort,ThumbPathName,ThumbFileName,ArchIDNum
607,2020,3,Individual - Ancient,Babaef (G 5230),NULL,"Owner of G 5230. Name translated as either Khnumbaef or Babaef, identified variously as [sA nswt n Xt=f jrj-pat HAtj-a smr watj jmj-r kAt nb nswt xrp aH tAjtj sAb TAtj Xrj-Hb Hrj-tp Hm-nTr Hr THnw qA-a wr idt Hm st Hm jAqs Hm Hpwj (Hm) Hr SwA  Hrj-sStA n mdw-nTr smsw snwt xt wr] king's son of his body, hereditary prince, count, sole companion, overseer of all royal works, director of the palace, chief justice and vizier, chief lector-priest, priest of Horus of Libya, elevated of arm, great of censing, servant of the throne, priest of the akes-ornament, priest of Hepwy, priest of Horus-Shewa(?), secretary of the sacred writings, elder of the snwt-house, khet-priest of the Great One.   Six damaged limestone standing statues (14-11-92 = MFA 34.1461, 14-11-93 = MFA 34.235, 14-11-94 = MFA 21.953a-b, 14-11-95 = MFA 21.955a-b, 14-11-96 = MFA 21954a-b deaccessioned = MMA 64.66.2, 14-11-97 = MFA 21.956a-b deaccessioned = MMA 64.66.1) inscribed for Babaef; found in G 5230 S (= S chapel/serdab) SS-2.  Four limestone statue bases (14-11-78, 14-11-79 = MFA 14.1686, 14-11-80 = MFA 14.1687, 14-11-81) inscribed for Babaef; found in G 5230 S (= S chapel/serdab) SS-1.  Fragmentary black granite seated scribe statue (14-11-151 + 14-12-7 + 14-12-82 = MFA 21.931a-c) inscribed for Babaef; pieces found scattered in G 5230 S (= S chapel/serdab) room O, pit G 5221 A, and pit G 5211 A.  Fragmentary incomplete red granite standing pair statue (14-11-84 = MFA 14.1688 + 14-11-89a = MFA 14.1690.1 + 14-11-89b = MFA 14.1690.2 + 14-11-89c = MFA 14.1690.3 + 14-11-117 = MFA 14.1960.2 + 14-11-118 = MFA 14.1697) inscribed for Babaef; pieces found scattered in G 5230 S (= S chapel/serdab) SS-1 and SS-2, and between mastabas G 5110 and G 5230.  Fragmentary alabaster standing statue (fragments from 14-2-2 + 14-2-4 + 14-3-1 = MFA 24.603 reconstructed statue) inscribed for Babaef; found scattered in vicinity of G 4620 and G 4820.  Fragments of alabaster seated statue (15-1-41) inscribed for Babaef; found between mastabas G 5110 and G 5230.  Fragment of limestone statue base (33-2-170) inscribed for Babaef; found E of G 2370.  Alabaster standing statue (KHM Vienna ÄS 7785) inscribed for Babaef; head of alabaster statue (KHM Vienna ÄS 7786) attributed to Babaef; lower part of granodiorite seated statue (KHM Vienna ÄS 8567) inscribed for Babaef; fragment of granodiorite standing statue (KHM Vienna ÄS 8566) inscribed for Babaef; all found in debris at north end of G 5230.",Babaef,https://nrs.harvard.edu,urn-3:FHCL:41122849?width=170&height=170,474983677
607,2171,3,Individual - Ancient,Rawer (G 8988),NULL,"Owner of G 8988. Son of Itisen and Hetepheres. Entrance architrave, lintel and facade inscribed for Rawer, identified as [smr watj Hrj-tp nxb Hm-nTr Hr-jnpw xntj pr Smswt watj aD-mr Hr sbA xntj pt sm xrp SnDt xt mnw xrp aH Hrj-sStA n pr(-dwAt) Xrj-Hb wa m wrw Hb xrp Hwwt nt mw aD-mr dp Hm-nTr wADt jrj nfr-HAt] sole companion, chief of Nekheb, priest of Horus-Anubis who presides solely over the suite, administrator of the district 'Star-of-Horus-Foremost-of-Heaven', sem-priest, director of the kilt, khet-priest of Min, director of the palace, secretary of the House (of Morning), lector-priest, sole one of the great ones of the festival, director of mansions of mu-textiles(?), administrator of Dep, priest of Wadjet, keeper of the diadem; facade in situ, lintel and architrave fallen in front of entrance to G 8988. Inner door jambs inscribed for Rawer, identified as [jmj-r Xkrw nswt n jswj overseer of the king's ornaments in the two chambers; in situ in G 8988. Inscription along top of eastern wall of serdab 14 with titles [Hm-nTr nxbt Hm-ntr wADt smr watj n(j) mrwt] priest of Nekhbet, priest of Wadjet, sole companion, possessor of love; in situ in G 8988. Rawer appears on alabaster panel (JE 66626) in niche 14, identified as [Hrj-sStA n mdw-nTr] secretary of the sacred writings; in situ in G 8988. Inscribed limestone slab with title [Hm-nTr wADt p dp] priest of Wadjet in Pe and Dep; found displaced in G 8988. Inscribed limestone slab with title [jmj-r wabt] overseer of the wabet; found fallen from wall of first chamber of eastern passage in G 8988. Life-size limestone statue of Rawer, inscribed [jrj nfr-HAt (smsw?) wxrt aAt jr Sn nswt] keeper of the diadem, (elder?) of the great shipyard, royal hairdresser; found in back of second chamber of eastern passage in G 8988. Life-size limestone statue of Rawer, inscribed [jmj-jb n nb=f Hrj-sStA n nswt] he who is in the heart of his lord, secretary of the king; found in situ in serdab 12 of G 8988, along with limestone relief of biographical inscription (JE 66682). A large number of other inscribed statues and fragments of Rawer and his family found throughout G 8988 (including JE 66615, a quartzite ""pseudo-group"" statue of Rawer, and JE 66625, a limestone statue head of Rawer).",Rawer,NULL,NULL,NULL
607,2418,3,Individual - Ancient,Djaty (G 5370),NULL,"Owner of G 5370. Architrave and false door inscribed for Djaty, identified as [wr mDw Sma jmj-r kAt nswt] great one of the tens of Upper Egypt, overseer of royal works; in situ in G 5370.",Djaty,https://nrs.harvard.edu,urn-3:FHCL:41110885?width=170&height=170,474948708
607,2463,3,Individual - Ancient,Neferseshemes (in G 2197),NULL,"Daughter ([sAt=f] his daughter) of Penmeru (owner of G 2197). Limestone pseudo-group statue (MFA 12.1484) depicting two figures of Penmeru, his wife Meretites, his son Seshemnefer, and his daughter Neferseshemes; found in situ in G 2197 serdab.",Neferseshemes,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\PDM\,PDM_07004.jpg,NULL
607,2464,3,Individual - Ancient,Seshemnefer (in G 2197),NULL,"Son ([sA=f] his son) of Penmeru (owner of G 2197). Limestone pseudo-group statue (MFA 12.1484) depicting two figures of Penmeru, his wife Meretites, his son Seshemnefer, and his daughter Neferseshemes; found in situ in G 2197 serdab.",Seshemnefer,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\PDM\,PDM_07007.jpg,NULL
607,2496,1,Author,Peter Der Manuelian,1959–,"Giza Archives Project Director, 2000-2011; Giza Project at Harvard Director, 2011-present.","Manuelian, Peter Der",NULL,NULL,NULL
607,2967,2,Publisher,American Research Center in Egypt,NULL,NULL,American Research Center in Egypt,NULL,NULL,NULL
607,3801,3,Individual - Ancient,Penu (in G 2155),NULL,"Appears three times in chapel relief in tomb of Kaninisut [I] (owner of G 2155), north false door (south jamb), west wall (between false doors, middle register of ka-priests, first figure on right), identified as [Hm-kA] ka-priest (on west wall), and east wall (over chapel entrance, top register, stern of boat); chapel (KHM Vienna ÄS 8006) found in situ in G 2155.",Penu,https://nrs.harvard.edu,urn-3:FHCL:41123035?width=170&height=170,474983956
607,3917,3,Individual - Ancient,Peni (in Seneb),NULL,"Appears on false door (Cairo JE 51297) inscribed for Seneb, north inner jamb (bottom register, figure in middle, carrying beer jar); found in situ in mastaba of Seneb (unnumbered mastaba excavated by Junker).",Peni,https://nrs.harvard.edu,urn-3:FHCL:41111589?width=170&height=170,474949179
607,4724,3,Individual - Ancient,Demedj (in G 2197),NULL,"Name appears on fragment of relief (35-10-24) depicting man carrying hyena; found in G 2197 U, chamber.",Demedj,https://nrs.harvard.edu,urn-3:FHCL:37962499?width=170&height=170,460357059
608,179,3,Individual - Ancient,Khenit (Khenit),NULL,"Owner of Khenit (unnumbered mastaba excavated by Junker). Limestone false door (KHM Vienna ÄS 8007) and fragment of chapel entrance lintel inscribed for Khenit, identified as [rxt nswt Hm-nTr HwtHr] royal acquaintance, priestess of Hathor; false door found in situ in mastaba of Khenit.",Khenit,https://nrs.harvard.edu,urn-3:FHCL:41113001?width=170&height=170,474950796
608,232,3,Individual - Ancient,Meresankh (in G 5480),NULL,"Mother ([mwt=s] her mother) of Khenut (sister of Heti, owner of G 5480). Name appears on incomplete standing pair statue (Cambridge E 42.1926) inscribed for Heti and Khenut; Meresankh identified as [rxt nswt] royal acquaintance; found in G 5480 serdab.",Meresankh,https://nrs.harvard.edu,urn-3:FHCL:41113039?width=170&height=170,474950853
608,338,3,Individual - Ancient,Pehenptah (G 5280),NULL,"Owner of G 5280. False door inscribed for Pehenptah; found in situ in G 5280. Limestone drum lintel (39-9-2) inscribed for Pehenptah, identified as [rx nswt sS a n nswt] royal acquaintance, royal document scribe; found displaced in G 5280. Limestone standing statue (12-10-2 = Cairo JE 44609) inscribed for Pehenptah and limestone standing pair statue (12-10-3 = KHM Vienna ÄS 7502) inscribed for Pehenptah and his mother Amendjefaes; both found in G 5280 serdab. Shattered triad statue (12-10-4 = MFA 13.4330 triad + 12-10-4 = MFA 13.4358 fragment of female figure + 12-11-22 = MFA 13.3160 fragment of male figure proper right) of Pehenptah and his mother Amendjefaes; found in G 5280 serdab with some fragments from outside serdab.  Son of Seshemnefer [I] (owner of G 4940). Appears in chapel relief, west wall (between false doors, north end, lower register, second figure from left); in situ in G 4940.",Pehenptah,https://nrs.harvard.edu,urn-3:FHCL:37863750?width=170&height=170,460120972
608,461,1,Individual - Modern,Hermann Junker,"German, 1877–1962","Egyptologist, Director of German-Austrian expedition to Giza, 1911–1929. Published 12 volumes of final excavation reports from Giza expedition. Nationality and life dates from Who was Who in Egyptology.","Junker, Hermann Josef Bartholomäus",https://nrs.harvard.edu,urn-3:FHCL:38024769?width=170&height=170,460502665
608,466,1,Individual - Modern,(Karl) Richard Lepsius,"German, 1810–1884",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,"Lepsius, Karl Richard",NULL,NULL,NULL
608,477,1,Editor,Zahi Hawass,Egyptian,Former Minister of State for Antiquities and Secretary General of Supreme Council of Antiquities,Hawass Zahi,NULL,NULL,NULL
608,561,3,Individual - Ancient,Seshathetep Heti (G 5150),NULL,"Owner of G 5150. Seshathetep, called Heti. Chapel entrance lintel and door jambs, and north and south false doors inscribed for Seahathetep; also appears in chapel relief (west, north, south, and east walls); identified as [sA nswt n Xt=f smr xrp aH wt jnpw Xrj-Hb wr mDw Sma rx nswt Hrj-sStA kAt nb nswt jmj-r kAt nb nswt] king's son of his body, companion, director of the palace, embalmer of Anubis, lector-priest, great one of the tens of Upper Egypt, royal acquaintance, secretary of all royal works, overseer of all royal works; most in situ in G 5150.   Fragmentary limestone standing pair statue of man and woman (KHM Vienna ÄS 7788) inscribed for [sA nswt n Xt=f smsw jrj-pat tAjtj sAb TAtj wr (mDw Sma) wr mAw jwnw xrp tjst bjtj aA dwAw wn r (Hm-nTr) xntjxm Hm-nTr bA n anpt Hm-nTr Hr stX xrp mrwt Sma mHw Hm-nTr BAstt Hm-nTr Ssmtt wa wrw Hb sS mDAt-nTr smsw snwt jmj-r kAt nbt nswt] eldest king's son of his body, hereditary prince, chief justice and vizier, great one (of the tens of Upper Egypt), greatest of the seers of Iunu, director of the tjst-companions of the king of Lower Egypt, assistant of (the god) Duau, opener of the mouth, (priest of) Khenty-khem, priest of Ba-anpet, priest of Horus and Seth, director of singers of Upper and Lower Egypt, priest of Bastet, priest of Seshmetet, unique one among the great ones of the festival, scribe of the divine book, elder of the snwt-house, overseer of all royal works (names not preserved), possibly representing Seshathetep Heti and his wife, or his parents; found in G 5150 (part of statue found in shaft, part found in serdab).  Limestone false door tablet (OIC_E_13546, now in Chicago) of Seshathetep Heti. He and his wife Hepetka(?) sit facing each other over an offering table. Findspot unrecorded, presumably from southern(?) false door.",Seshathetep Heti,https://nrs.harvard.edu,urn-3:FHCL:40710780?width=170&height=170,471820996
608,666,3,Individual - Ancient,Heti (G 5480),NULL,"Owner of G 5480. Appears in chapel relief (west and north walls and chapel entrance door jamb, name not preserved in chapel); in situ in G 5480. Headless seated statue (Cairo TR 20.1.41.4) inscribed for Heti, identified as [rx nswt] royal acquaintance; incomplete standing pair statue (Cambridge E 42.1926) inscribed for Heti and his sister Khenut, and base of limestone standing statue (KHM Vienna ÄS 8543) inscribed for Heti, identified (on both) as [zAb jmy-r sS] judge, overseer of scribes; all found in G 5480 serdab. Limestone statue base (12-11-1 = MFA 13.3447) inscribed for Heti, identified as [zAb jmy-r sS] judge, overseer of scribes; found in upper debris of G 2360 A, originally from G 2340 = G 5480. Uninscribed scribal statue of Heti (Hildesheim 2407); head found in mastaba of Khenit, body found in serdab of G 5480.",Heti,https://nrs.harvard.edu,urn-3:FHCL:41106827?width=170&height=170,474939950
608,1104,1,Individual - Modern,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.","Reisner, George Andrew",https://nrs.harvard.edu,urn-3:FHCL:37961946?width=170&height=170,460356231
608,2129,1,Individual - Modern,Noel F. Wheeler,British,"Wheeler was a Lieutenant Commander in the Royal Navy according to George A. Reisner's, ""A HIstory of the Giza Necropolis, Vol. I.""","Wheeler, Noel F.",https://nrs.harvard.edu,urn-3:FHCL:37946679?width=170&height=170,460313816
608,2321,3,Individual - Ancient,Sekhemka (G 2360),NULL,"Owner of G 2360. Limestone lintel inscribed for Sekhemka, identified as [Xrj-tp nswt sAb aD-mr mdw rxjjt jwn-knmwt wD-mdw n Hrjw-wDbw Hrj-sStA (...)] royal chamberlain, judge and administrator, staff of the commoners, iun-kenmut priest, giver of orders to the masters of reversion-offerings, secretary of ...; found protruding from debris on top of G 2366, originally from north niche in east face of G 2360.",Sekhemka,https://nrs.harvard.edu,urn-3:FHCL:37818448?width=170&height=170,459916823
608,2418,3,Individual - Ancient,Djaty (G 5370),NULL,"Owner of G 5370. Architrave and false door inscribed for Djaty, identified as [wr mDw Sma jmj-r kAt nswt] great one of the tens of Upper Egypt, overseer of royal works; in situ in G 5370.",Djaty,https://nrs.harvard.edu,urn-3:FHCL:41110885?width=170&height=170,474948708
608,2439,3,Individual - Ancient,Khenut (in G 5480),NULL,Sister ([snt=f] his sister) of Heti (owner of G 5480). Incomplete standing pair statue (Cambridge E 42.1926) inscribed for Heti and Khenut; Khenut identified as [rxt nswt] royal acquaintance; found in G 5480 serdab.,Khenut,https://nrs.harvard.edu,urn-3:FHCL:41113039?width=170&height=170,474950853
608,2496,1,Author,Peter Der Manuelian,1959–,"Giza Archives Project Director, 2000-2011; Giza Project at Harvard Director, 2011-present.","Manuelian, Peter Der",NULL,NULL,NULL
608,2496,1,Editor,Peter Der Manuelian,1959–,"Giza Archives Project Director, 2000-2011; Giza Project at Harvard Director, 2011-present.","Manuelian, Peter Der",NULL,NULL,NULL
608,2966,2,Publisher,Supreme Council of Antiquities,NULL,"Active until 2011; for current organization, see Ministry of State for Antiquities.",Supreme Council of Antiquities,NULL,NULL,NULL
608,4720,1,Editor,Ramadan Hussein,Egyptian,NULL,"Hussein, Ramadan",NULL,NULL,NULL
609,202,3,Individual - Ancient,Khufu,NULL,"Second king of Dynasty 4, son of Snefru. Builder of the Great Pyramid at Giza, the only one of the Seven Wonders of the Ancient World still standing. Known two thousand years later by the Greeks as King Cheops. Horus name: [mDdw] Medjedu. Full birth-name: Khnum-Khufu.",Khufu,https://nrs.harvard.edu,urn-3:FHCL:41392423?width=170&height=170,478128242
609,243,3,Individual - Ancient,Merib Kapunisut (G 2100-I),NULL,"Owner of G 2100-I. Merib, also known as Kapunisut. Chapel entrance lintel, drum and door jambs inscribed for Merib, identified as [sA nswt n Xt=f smr xtmtj-nTr bA-nTrw dwA-tAwj xtmw-nTr Nb-rxjjt ab-nTrw  jmj-r kAt nt nswt] king's son of his body, companion, god's sealer of (the ships) 'Ba-netjeru' and 'Dua-tawy', god's sealer of (the ships) 'Neb-rekhyt' and 'Ab-netjeru', overseer of royal works. North and south false doors inscribed for Merib, identified as [xtmw-nTr wjA jmj-r kAt nbt nswt Hts(?) jnpw smr watj wr mDw Sma rx nswt Xrj-Hb wt jnpw] god's sealer of the ship, overseer of all royal works, staff(?) of Anubis, sole companion, great one of the tens of Upper Egypt, royal acquaintance, lector-priest, embalmer of Anubis. Also appears in chapel relief (north, west, south, and east walls), identified as [jmj-r mSa xrp aH aD-mr Haw r p nb wr mAAw jwnw Hm-nTr xwfw] expedition leader, director of the palace, administrator of the fleet, mouth of every Butite, greatest of seers in Iunu, priest of Khufu; chapel (ÄMP Berlin 1107) found in situ in G 2100-I.   Also appears in tomb of his daughter Nensedjerkai (owner of G 2100-II), chapel, pillared portico, west faces of north and south pillars, identified as [sA nswt xtmw-nTr wjA smr watj sHD bA-nTrw] king's son, god's sealer of the ship, sole companion, inspector of (the ship) 'Ba-netjeru'; in situ in G 2100-II.",Merib Kapunisut,https://nrs.harvard.edu,urn-3:FHCL:40666556?width=170&height=170,471613591
